Source,Target,Type,Id,Label,Weight,relationship,Color
Q127606361,Q29973057,Directed,431,,1,subclass_of,"#000000"
Q127606370,Q29973057,Directed,432,,1,subclass_of,"#000000"
Q127606375,Q29973057,Directed,433,,1,subclass_of,"#000000"
Q127606386,Q29973057,Directed,434,,1,subclass_of,"#000000"
Q127606390,Q29973057,Directed,435,,1,subclass_of,"#000000"
Q127606394,Q388100,Directed,436,,1,subclass_of,"#000000"
Q127606411,Q29973057,Directed,437,,1,subclass_of,"#000000"
Q130474681,Q598593,Directed,438,,1,subclass_of,"#000000"
Q135369460,Q956717,Directed,439,,1,subclass_of,"#000000"
Q20903,Q20474,Directed,440,,1,subclass_of,"#000000"
Q2428625,Q223840,Directed,441,,1,subclass_of,"#000000"
Q2611143,Q223840,Directed,442,,1,subclass_of,"#000000"
Q2963621,Q20474,Directed,443,,1,subclass_of,"#000000"
Q3538739,Q1524033,Directed,444,,1,subclass_of,"#000000"
Q4706203,Q835131,Directed,445,,1,subclass_of,"#000000"
Q4852979,Q107091813,Directed,446,,1,subclass_of,"#000000"
Q4965901,Q107091813,Directed,447,,1,subclass_of,"#000000"
Q11319232,Q11319210,Directed,448,,1,subclass_of,"#000000"
Q18393891,Q20474,Directed,449,,1,subclass_of,"#000000"
Q21000514,Q223840,Directed,450,,1,subclass_of,"#000000"
Q24876318,Q20903,Directed,451,,1,subclass_of,"#000000"
Q65065491,Q20474,Directed,452,,1,subclass_of,"#000000"
Q65065491,Q20903,Directed,453,,1,subclass_of,"#000000"
Q80480981,Q20474,Directed,454,,1,subclass_of,"#000000"
Q98076452,Q744417,Directed,455,,1,subclass_of,"#000000"
Q98528158,Q20474,Directed,456,,1,subclass_of,"#000000"
Q105404852,Q2452152,Directed,457,,1,subclass_of,"#000000"
Q106404229,Q20474,Directed,458,,1,subclass_of,"#000000"
Q106528420,Q20903,Directed,459,,1,subclass_of,"#000000"
Q106577542,Q22908553,Directed,460,,1,subclass_of,"#000000"
Q106594102,Q107091813,Directed,461,,1,subclass_of,"#000000"
Q106636283,Q106636289,Directed,462,,1,subclass_of,"#000000"
Q107407607,Q47781397,Directed,463,,1,subclass_of,"#000000"
Q108197774,Q20903,Directed,464,,1,subclass_of,"#000000"
Q108297232,Q106423092,Directed,465,,1,subclass_of,"#000000"
Q108297238,Q223840,Directed,466,,1,subclass_of,"#000000"
Q109335331,Q20474,Directed,467,,1,subclass_of,"#000000"
Q109714084,Q10286190,Directed,468,,1,subclass_of,"#000000"
Q109715091,Q10286190,Directed,469,,1,subclass_of,"#000000"
Q109715837,Q2385862,Directed,470,,1,subclass_of,"#000000"
Q109753757,Q47781397,Directed,471,,1,subclass_of,"#000000"
Q110967939,Q5466607,Directed,472,,1,subclass_of,"#000000"
Q111628716,Q47781397,Directed,473,,1,subclass_of,"#000000"
Q111653578,Q47781397,Directed,474,,1,subclass_of,"#000000"
Q111971785,Q47781397,Directed,475,,1,subclass_of,"#000000"
Q113621229,Q2374619,Directed,476,,1,subclass_of,"#000000"
Q114107195,Q2452152,Directed,477,,1,subclass_of,"#000000"
Q114594005,Q21000514,Directed,478,,1,subclass_of,"#000000"
Q114743580,Q223840,Directed,479,,1,subclass_of,"#000000"
Q115690999,Q65065491,Directed,480,,1,subclass_of,"#000000"
Q117405746,Q113600471,Directed,481,,1,subclass_of,"#000000"
Q117750973,Q2374619,Directed,482,,1,subclass_of,"#000000"
Q118798959,Q20474,Directed,483,,1,subclass_of,"#000000"
Q119259589,Q20903,Directed,484,,1,subclass_of,"#000000"
Q122910849,Q47781397,Directed,485,,1,subclass_of,"#000000"
Q123421084,Q20903,Directed,486,,1,subclass_of,"#000000"
Q125799361,Q106423092,Directed,487,,1,subclass_of,"#000000"
Q125854043,Q106423092,Directed,488,,1,subclass_of,"#000000"
Q130301602,Q1228230,Directed,489,,1,subclass_of,"#000000"
Q136206123,Q223840,Directed,490,,1,subclass_of,"#000000"
Q136539124,Q65065491,Directed,491,,1,subclass_of,"#000000"
Q137442001,Q113600471,Directed,492,,1,subclass_of,"#000000"
Q46649,Q188994,Directed,493,,1,subclass_of,"#000000"
Q341395,Q170611,Directed,494,,1,subclass_of,"#000000"
Q481900,Q170435,Directed,495,,1,subclass_of,"#000000"
Q526463,Q170611,Directed,496,,1,subclass_of,"#000000"
Q622871,Q170435,Directed,497,,1,subclass_of,"#000000"
Q646165,Q188994,Directed,498,,1,subclass_of,"#000000"
Q832665,Q170435,Directed,499,,1,subclass_of,"#000000"
Q890887,Q170435,Directed,500,,1,subclass_of,"#000000"
Q930592,Q216961,Directed,501,,1,subclass_of,"#000000"
Q967654,Q188994,Directed,502,,1,subclass_of,"#000000"
Q1027999,Q170435,Directed,503,,1,subclass_of,"#000000"
Q1102161,Q188994,Directed,504,,1,subclass_of,"#000000"
Q1136765,Q170435,Directed,505,,1,subclass_of,"#000000"
Q1166321,Q188994,Directed,506,,1,subclass_of,"#000000"
Q1335569,Q188994,Directed,507,,1,subclass_of,"#000000"
Q1339027,Q170435,Directed,508,,1,subclass_of,"#000000"
Q1430587,Q170611,Directed,509,,1,subclass_of,"#000000"
Q1738175,Q170611,Directed,510,,1,subclass_of,"#000000"
Q2076779,Q216961,Directed,511,,1,subclass_of,"#000000"
Q2082572,Q188994,Directed,512,,1,subclass_of,"#000000"
Q2112253,Q170611,Directed,513,,1,subclass_of,"#000000"
Q2121992,Q188994,Directed,514,,1,subclass_of,"#000000"
Q2260696,Q170435,Directed,515,,1,subclass_of,"#000000"
Q2302695,Q170435,Directed,516,,1,subclass_of,"#000000"
Q2460288,Q170435,Directed,517,,1,subclass_of,"#000000"
Q2615500,Q188994,Directed,518,,1,subclass_of,"#000000"
Q2640307,Q188994,Directed,519,,1,subclass_of,"#000000"
Q2693142,Q170611,Directed,520,,1,subclass_of,"#000000"
Q3084222,Q170611,Directed,521,,1,subclass_of,"#000000"
Q3179786,Q188994,Directed,522,,1,subclass_of,"#000000"
Q4040357,Q188994,Directed,523,,1,subclass_of,"#000000"
Q4181927,Q188994,Directed,524,,1,subclass_of,"#000000"
Q5402470,Q170435,Directed,525,,1,subclass_of,"#000000"
Q5801257,Q170435,Directed,526,,1,subclass_of,"#000000"
Q7845403,Q170611,Directed,527,,1,subclass_of,"#000000"
Q9356246,Q170611,Directed,528,,1,subclass_of,"#000000"
Q9364029,Q170611,Directed,529,,1,subclass_of,"#000000"
Q10268931,Q188994,Directed,530,,1,subclass_of,"#000000"
Q10541010,Q170611,Directed,531,,1,subclass_of,"#000000"
Q10856835,Q170611,Directed,532,,1,subclass_of,"#000000"
Q11334714,Q170435,Directed,533,,1,subclass_of,"#000000"
Q11877639,Q170435,Directed,534,,1,subclass_of,"#000000"
Q16837290,Q170435,Directed,535,,1,subclass_of,"#000000"
Q22909461,Q170611,Directed,536,,1,subclass_of,"#000000"
Q24876318,Q188994,Directed,537,,1,subclass_of,"#000000"
Q27961199,Q21092,Directed,538,,1,subclass_of,"#000000"
Q29480448,Q170611,Directed,539,,1,subclass_of,"#000000"
Q30765672,Q170611,Directed,540,,1,subclass_of,"#000000"
Q30912999,Q170611,Directed,541,,1,subclass_of,"#000000"
Q30917047,Q170435,Directed,542,,1,subclass_of,"#000000"
Q85741139,Q20502,Directed,543,,1,subclass_of,"#000000"
Q85748774,Q20502,Directed,544,,1,subclass_of,"#000000"
Q86674318,Q170611,Directed,545,,1,subclass_of,"#000000"
Q98088041,Q20502,Directed,546,,1,subclass_of,"#000000"
Q105636937,Q170611,Directed,547,,1,subclass_of,"#000000"
Q105636940,Q20502,Directed,548,,1,subclass_of,"#000000"
Q105637110,Q20502,Directed,549,,1,subclass_of,"#000000"
Q106404300,Q188994,Directed,550,,1,subclass_of,"#000000"
Q106521662,Q170611,Directed,551,,1,subclass_of,"#000000"
Q106522080,Q170611,Directed,552,,1,subclass_of,"#000000"
Q106522098,Q20502,Directed,553,,1,subclass_of,"#000000"
Q106634944,Q20502,Directed,554,,1,subclass_of,"#000000"
Q107010574,Q188994,Directed,555,,1,subclass_of,"#000000"
Q107090501,Q20502,Directed,556,,1,subclass_of,"#000000"
Q107332291,Q188994,Directed,557,,1,subclass_of,"#000000"
Q107697041,Q20502,Directed,558,,1,subclass_of,"#000000"
Q107697221,Q170611,Directed,559,,1,subclass_of,"#000000"
Q108297203,Q20502,Directed,560,,1,subclass_of,"#000000"
Q108321657,Q20502,Directed,561,,1,subclass_of,"#000000"
Q108610259,Q20502,Directed,562,,1,subclass_of,"#000000"
Q108610706,Q20502,Directed,563,,1,subclass_of,"#000000"
Q108831582,Q170435,Directed,564,,1,subclass_of,"#000000"
Q109146989,Q20502,Directed,565,,1,subclass_of,"#000000"
Q109148913,Q20502,Directed,566,,1,subclass_of,"#000000"
Q109378734,Q20502,Directed,567,,1,subclass_of,"#000000"
Q109538574,Q20502,Directed,568,,1,subclass_of,"#000000"
Q110101956,Q20502,Directed,569,,1,subclass_of,"#000000"
Q110127020,Q170435,Directed,570,,1,subclass_of,"#000000"
Q110185782,Q170611,Directed,571,,1,subclass_of,"#000000"
Q110584483,Q188994,Directed,572,,1,subclass_of,"#000000"
Q110967939,Q188994,Directed,573,,1,subclass_of,"#000000"
Q111182811,Q170611,Directed,574,,1,subclass_of,"#000000"
Q111804002,Q188994,Directed,575,,1,subclass_of,"#000000"
Q112663444,Q170611,Directed,576,,1,subclass_of,"#000000"
Q114238485,Q188994,Directed,577,,1,subclass_of,"#000000"
Q114878405,Q170611,Directed,578,,1,subclass_of,"#000000"
Q116296482,Q20502,Directed,579,,1,subclass_of,"#000000"
Q116875230,Q20502,Directed,580,,1,subclass_of,"#000000"
Q119438497,Q20502,Directed,581,,1,subclass_of,"#000000"
Q123753500,Q20502,Directed,582,,1,subclass_of,"#000000"
Q124791567,Q188994,Directed,583,,1,subclass_of,"#000000"
Q126175574,Q20502,Directed,584,,1,subclass_of,"#000000"
Q127470401,Q170611,Directed,585,,1,subclass_of,"#000000"
Q130474688,Q170435,Directed,586,,1,subclass_of,"#000000"
Q130474689,Q170435,Directed,587,,1,subclass_of,"#000000"
Q134997891,Q170435,Directed,588,,1,subclass_of,"#000000"
Q135637,Q106422444,Directed,589,,1,subclass_of,"#000000"
Q188450,Q116985035,Directed,590,,1,subclass_of,"#000000"
Q202925,Q106576170,Directed,591,,1,subclass_of,"#000000"
Q341364,Q106528337,Directed,592,,1,subclass_of,"#000000"
Q341395,Q106528337,Directed,593,,1,subclass_of,"#000000"
Q341396,Q106528337,Directed,594,,1,subclass_of,"#000000"
Q481900,Q106528337,Directed,595,,1,subclass_of,"#000000"
Q655514,Q116985035,Directed,596,,1,subclass_of,"#000000"
Q773880,Q106422444,Directed,597,,1,subclass_of,"#000000"
Q773880,Q116985035,Directed,598,,1,subclass_of,"#000000"
Q784310,Q116985035,Directed,599,,1,subclass_of,"#000000"
Q1100989,Q105763581,Directed,600,,1,subclass_of,"#000000"
Q1298934,Q116985035,Directed,601,,1,subclass_of,"#000000"
Q1980100,Q106422444,Directed,602,,1,subclass_of,"#000000"
Q2271846,Q106422444,Directed,603,,1,subclass_of,"#000000"
Q2634010,Q106528337,Directed,604,,1,subclass_of,"#000000"
Q3503814,Q105763581,Directed,605,,1,subclass_of,"#000000"
Q3736049,Q105763581,Directed,606,,1,subclass_of,"#000000"
Q16002495,Q105763581,Directed,607,,1,subclass_of,"#000000"
Q16894106,Q106422444,Directed,608,,1,subclass_of,"#000000"
Q19358266,Q116985035,Directed,609,,1,subclass_of,"#000000"
Q23301960,Q116985035,Directed,610,,1,subclass_of,"#000000"
Q28055053,Q116985035,Directed,611,,1,subclass_of,"#000000"
Q98528139,Q106576170,Directed,612,,1,subclass_of,"#000000"
Q104695865,Q116985035,Directed,613,,1,subclass_of,"#000000"
Q106388388,Q106369996,Directed,614,,1,subclass_of,"#000000"
Q106424145,Q106422444,Directed,615,,1,subclass_of,"#000000"
Q108297242,Q105763581,Directed,616,,1,subclass_of,"#000000"
Q108907695,Q105763581,Directed,617,,1,subclass_of,"#000000"
Q109378734,Q116985035,Directed,618,,1,subclass_of,"#000000"
Q110527222,Q105763581,Directed,619,,1,subclass_of,"#000000"
Q110584468,Q105763581,Directed,620,,1,subclass_of,"#000000"
Q110942239,Q106422444,Directed,621,,1,subclass_of,"#000000"
Q111540473,Q105763581,Directed,622,,1,subclass_of,"#000000"
Q118324067,Q106422444,Directed,623,,1,subclass_of,"#000000"
Q123009321,Q106369996,Directed,624,,1,subclass_of,"#000000"
Q123753500,Q112997482,Directed,625,,1,subclass_of,"#000000"
Q125455905,Q112997482,Directed,626,,1,subclass_of,"#000000"
Q127470401,Q106576170,Directed,627,,1,subclass_of,"#000000"
Q130474681,Q98528166,Directed,628,,1,subclass_of,"#000000"
Q131529620,Q107697234,Directed,629,,1,subclass_of,"#000000"
Q307054,Q3084222,Directed,630,,1,subclass_of,"#000000"
Q724755,Q820049,Directed,631,,1,subclass_of,"#000000"
Q1102871,Q46649,Directed,632,,1,subclass_of,"#000000"
Q1262781,Q106521662,Directed,633,,1,subclass_of,"#000000"
Q1275972,Q903735,Directed,634,,1,subclass_of,"#000000"
Q1524033,Q3084222,Directed,635,,1,subclass_of,"#000000"
Q1983750,Q820049,Directed,636,,1,subclass_of,"#000000"
Q2374619,Q339906,Directed,637,,1,subclass_of,"#000000"
Q2710523,Q1102161,Directed,638,,1,subclass_of,"#000000"
Q2842043,Q2615500,Directed,639,,1,subclass_of,"#000000"
Q3048168,Q3084222,Directed,640,,1,subclass_of,"#000000"
Q3062629,Q848457,Directed,641,,1,subclass_of,"#000000"
Q3066180,Q339906,Directed,642,,1,subclass_of,"#000000"
Q3501147,Q820049,Directed,643,,1,subclass_of,"#000000"
Q4177625,Q1585075,Directed,644,,1,subclass_of,"#000000"
Q4637208,Q339906,Directed,645,,1,subclass_of,"#000000"
Q4637208,Q1585075,Directed,646,,1,subclass_of,"#000000"
Q5978495,Q903735,Directed,647,,1,subclass_of,"#000000"
Q9011351,Q2615500,Directed,648,,1,subclass_of,"#000000"
Q9149801,Q106521662,Directed,649,,1,subclass_of,"#000000"
Q11312853,Q848457,Directed,650,,1,subclass_of,"#000000"
Q11693017,Q1585075,Directed,651,,1,subclass_of,"#000000"
Q11830421,Q1166321,Directed,652,,1,subclass_of,"#000000"
Q16951912,Q29480448,Directed,653,,1,subclass_of,"#000000"
Q30919272,Q2615500,Directed,654,,1,subclass_of,"#000000"
Q106577108,Q1890098,Directed,655,,1,subclass_of,"#000000"
Q108716407,Q1166321,Directed,656,,1,subclass_of,"#000000"
Q109322851,Q903735,Directed,657,,1,subclass_of,"#000000"
Q109589387,Q930592,Directed,658,,1,subclass_of,"#000000"
Q110127031,Q205560,Directed,659,,1,subclass_of,"#000000"
Q111540473,Q1102161,Directed,660,,1,subclass_of,"#000000"
Q113621229,Q3098078,Directed,661,,1,subclass_of,"#000000"
Q114238485,Q3084222,Directed,662,,1,subclass_of,"#000000"
Q124357128,Q820049,Directed,663,,1,subclass_of,"#000000"
Q124846645,Q820049,Directed,664,,1,subclass_of,"#000000"
Q130325403,Q106522238,Directed,665,,1,subclass_of,"#000000"
Q135396723,Q848457,Directed,666,,1,subclass_of,"#000000"
Q135396809,Q848457,Directed,667,,1,subclass_of,"#000000"
Q135437342,Q106404300,Directed,668,,1,subclass_of,"#000000"
Q135553474,Q106404300,Directed,669,,1,subclass_of,"#000000"
Q28458027,Q11831728,Directed,670,,1,subclass_of,"#000000"
Q109713720,Q106528420,Directed,671,,1,subclass_of,"#000000"
Q113621229,Q106577542,Directed,672,,1,subclass_of,"#000000"
Q132165415,Q733804,Directed,673,,1,subclass_of,"#000000"
